,ASIN,title,price,rating,review_count,product_type
437,B07Z5H9P6D,"Acer High Performance 11.6inch HD Laptop, Intel Celeron Processor, 4GB RAM, 64GB Storage, Intel HD Graphics, WiFi, Bluetooth, HDMI, Win10 Pro (Renewed)",279.99,3.9,684,LAPTOP
440,B00VQR7MVQ,"Apple MacBook Pro MD101LL/A 13.3-inch Laptop (2.5Ghz, 4GB RAM, 500GB HD) (Renewed)",509.99,3.8,1899,LAPTOP
441,B08HCS4C7F,"CHUWI GemiBook 13"" Laptop with 12GB RAM 256GB SSD 2160 x 1440 Pixels Display Intel Celeron J4115 Backlit Keyboard USB-C Dual Wi-Fi BT5.1 Thin and Lightweight Windows 10 Notebook Computer",399.0,4.0,32,LAPTOP
442,B08739LDJY,"Lenovo Legion Y540 15.6"" Gaming Laptop 144Hz i7-9750H 16GB RAM 256GB SSD GTX 1660Ti 6GB - 9th Gen i7-9750H Hexa-Core - 144Hz Refresh Rate - NVIDIA GeForce GTX 1660Ti 6GB GDDR6 - Legion Ultimate S",1045.0,4.9,25,LAPTOP
443,B08H8JKVD1,"2020 15.6-inch Laptop 8G + 256G Intel celeron J3455/J4115 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 8G+256G)",328.0,3.8,8,LAPTOP
447,B08L8T1Y47,"2020 Lenovo IdeaPad 3 15.6"" FHD LED Backlit Anti-Glare Display Laptop, Intel Core i5-1035G1 Quad-Core Processor, 8GB DDR4 RAM, 256GB SSD, HDMI, Webcam, 802.11AC, Bluetooth, Windows 10, Cherry Red",588.0,4.0,2,LAPTOP
448,B06XD3LXXK,"Acer Flagship CB3-532 15.6inch HD Premium Chromebook - Intel Dual-Core Celeron N3060 up to 2.48GH.z, 2GB RAM, 16GB SSD, Wireless AC, HDMI, USB 3.0, Webcam, Chrome OS (Renewed)",275.0,4.3,5283,LAPTOP
449,B08NHVXHJW,"Laptop HP X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color",349.75,5.0,12,LAPTOP
450,B08PB3W2HQ,"Dell Inspiron 15 3000 15.6"" HD LED-Backlit Screen Laptop, 10th Gen Intel Core i3-1005G1 up to 3.40GHz, 8GB DDR4 RAM, 128GB SSD + 1TB HDD, HDMI, Wi-Fi, Bluetooth, Windows 10 Home, TWE Accessory",549.0,5.0,1,LAPTOP
451,B08121G394,"Dell Inspiron 13 2-in-1 7391-13.3"" FHD Touch - 10th gen i5-10210U - 8GB - 512GB SSD",849.0,4.6,58,LAPTOP
454,B08DRQ8ZH6,"Dell - Inspiron 13 7000 2-in-1 - 13.3"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane - Silver - i7300-5395SLV-PUS",755.0,5.0,5,LAPTOP
455,B08JKCHTZP,"XINYANGCH 2020 15.6-inch ultra-thin laptop 8G + 128G Intel Celeron J3455 high-performance quad-core CPU, buttons with backlight, WiFi Internet access, HDMI, Bluetooth 4.0, Windows 10 (silver 8G + 128G",328.0,3.3,7,LAPTOP
456,B084DXTG7M,"HP Stream 11-Inch Laptop, Intel X5-E8000 Processor, 4GB RAM, 32GB eMMC, Windows 10 Home in S Mode, Wifi, Bluetooth, HDMI(Renewed)",247.0,3.5,9,LAPTOP
460,B0871KMLKB,"HP - Envy 13.3"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7-1065G7 - 8GB DDR4 Memory - 512GB SSD - Natural Silver",849.0,4.7,27,LAPTOP
461,B08BNBZ6DN,"HP Pavilion x360 2-in-1 14"" FHD Touchscreen Laptop Computer, 10th Gen Intel Quad-Core i5 1035G1 (Beats i7-7500u), 8GB DDR4 RAM, 512GB PCIe SSD, Gold, Remote Work, Windows 10, BROAGE 64GB Flash Stylus",729.99,4.7,36,LAPTOP
462,B07WGQB5XK,"Acer Spin 3 Convertible Laptop, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe NVMe SSD, Rechargeable Active Stylus, Windows 10 Home",615.99,4.5,86,LAPTOP
465,B088LDY699,"Lenovo IdeaPad 14.0-inch Laptop PC, 7th Gen AMD A6-9220e up to 2.4GHz, 4GB RAM, 64GB Flash Storage, HDMI, WiFi, Bluetooth, AMD Radeon R4, One-Year Office 365 Included, Up to 8Hrs Battery, Windows 10",278.97,3.4,31,LAPTOP
466,B0814LGNBP,"HP 14 Series 14"" HD SVA BrightView WLED-Backlit Laptop, Intel 10th Gen Core i3-1005G1 up to 3.4GHz, 4GB DDR4, 128GB SSD, USB 3.1-C, Webcam, 802.11ac, Bluetooth, HDMI, Windows 10 Home in S Mode",429.0,4.6,29,LAPTOP
467,B08DHT9KFK,"MSI GP65 Leopard 10SDK-433 15.6"" 144Hz 3ms Gaming Laptop Intel Core i7-10750H GTX1660Ti 16GB 512GB NVMe SSD Win10 VR Ready",1049.0,4.6,148,LAPTOP
468,B07WP6RFYS,"Panasonic Toughbook CF-53 Laptop PC, 14"" HD Display, Intel i5-2520M 2.5GHz, 16GB RAM, 1TB SSD, Windows 10 (Renewed)",629.99,4.4,77,LAPTOP
469,B08P4NXTSG,Used Like New probook 430 G3 laptops 13.3 inch Intel Core i3-6100U - 4GB RAM 500G HDD - Windows 10 pro,297.0,5.0,1,LAPTOP
473,B08MZ1C93C,Acer Chromebook 315 Touchscreen Laptop in Silver Intel Celeron Dual Core N4020 up to 2.8GHz 4GB RAM 64GB eMMC 15.6in Full HD Touch LCD Web Cam Chrome OS Gigabit WiFi (Renewed),289.99,4.5,206,LAPTOP
474,B08CRY5ZZ4,"Lenovo ThinkPad X1 Carbon 20QES8X600, 14” Full HD Laptop, i5-8265U, 8GB Ram, 512GB SSD, Win 10 Pro, Black",999.99,4.7,28,LAPTOP
475,B08KZRZ63G,"CHUWI CoreBook X 14"" Laptop, Intel Core i5 Processor 16GB RAM 256GB SSD 2160 x 1440 Pixels Backlit Keyboard USB-C Dual Wi-Fi BT4.2 Thin and Lightweight Windows 10 Notebook Computer",499.0,4.6,7,LAPTOP
476,B08FC1QZR4,"2020 HP 17.3"" HD+ LED Touchscreen Laptop Intel Core i7-1065G7 8GD DDR4 512GB SSD DVDRW Windows 10",999.0,4.5,51,LAPTOP
477,B087C97XHV,"Prostar NH58DDW 15.6 Inch FHD 144Hz, Intel i7-10875H, RTX 2060, 16GB 3200Mhz, 1TB NVMe SSD, Windows 10 Home, Gaming Laptop",1279.0,4.8,13,LAPTOP
478,B08KH9RN5L,"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7 Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 10 Home, Dreamy White, S533EA-DH51-WH",699.99,4.7,165,LAPTOP
481,B08PQFKHC7,"2020 HP Stream 11.6 inch Laptop Computer Intel Celeron N4020 Upto 2.8 GHz, 4GB RAM, 32GB eMMC Storage, Windows 10 Home, 13Hr Battery Life, Office 365 1Year, (Rose Pink)",239.0,5.0,1,LAPTOP
482,B08D9491JN,"ASUS VivoBook 15 S513 Thin and Light Laptop, 15.6” FHD Display, AMD Ryzen 7 4700U Processor, 8GB DDR4 RAM, 1TB PCIe SSD, Fingerprint Reader, Windows 10 Home, Indie Black, S513IA-DB74",699.99,4.6,47,LAPTOP
483,B0861PWPKF,"Tocosy Laptop 10.1Inch Quad Core Windows 10 HD Graphics Ultra Thin Computer PC, 2GB RAM 32GB Storage 1.92GHZ USB 2.0 WiFi Bluetooth HDMI IPS Display Notebook (Black)",190.99,3.8,65,LAPTOP
484,B086QZYP47,"ASUS ExpertBook P5440 Thin & Light Business Laptop, 14” FHD, Intel Core i5-8265U Processor, 256GB PCIe NVMe SSD, 8GB DDR4 RAM, Windows 10 Pro, Fingerprint, TPM, Mgcote Slab Grey, P5440FA-XS51",849.99,4.1,20,LAPTOP
489,B07S8CGX9X,"New Lenovo 130S 11.6"" HD Laptop, Intel Celeron (2 core) N4000 1.1GHz up to 2.6GHz, 4GB Memory, 64GB SSD, Webcam, Bluetooth, HDMI, USB 3.1, Windows 10, Office 365 Personal 1-Year Included",399.99,4.3,1368,LAPTOP
490,B07T4LQ7L2,"HP 15 Laptop, 15.6"" HD Display, Intel Core I5-8265U, Intel UHD Graphics, 8GB, 256GB SSD, Natural Silver",570.0,4.5,61,LAPTOP
491,B087BJSC1Q,"Acer Aspire 7 Laptop, 15.6"" Full HD IPS Display, 9th Gen Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 8GB DDR4, 512GB NVMe SSD, Backlit Keyboard, Windows 10 Home, A715-75G-544V",801.29,4.2,22,LAPTOP
492,B08M9CCQD3,"2020 HP Envy x360 2-in-1 13.3"" FHD IPS Touchscreen Laptop Intel Evo Platform 11th Gen Core i7-1165G7 8GB Memory 512GB SSD Pale Gold - Backlit Keyboard -Fingerprint Reader -Thunderbolt - WiFi 6",858.61,4.7,4,LAPTOP
493,B071F49Q2P,"Dell Latitude E7440 14.1” HD Flagship Ultrabook PC, Intel Core i5-4300U 1.9GHz, 8GB DDR3 RAM, 256GB SSD, Bluetooth, Webcam, Windows 10 Professional (Renewed)",351.85,3.9,203,LAPTOP
496,B086FDQ4NL,"MSI GS75 Stealth 10SGS-271 17.3"" 300Hz 3ms Ultra Thin and Light Gaming Laptop Intel Core i7-10750HK RTX 2080 Super 32GB 512GB NVMe SSD Win10PRO VR Ready",2549.0,4.4,106,LAPTOP
497,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",358.0,5.0,1,LAPTOP
498,B076DKFYF9,"Dell Latitude E7450 14in HD High Performance Ultra Book Business Laptop NoteBook (Intel Dual Core i5 5300U, 8GB Ram, 256GB Solid State SSD, Camera, HDMI, WIFI) Win 10 Pro (Renewed)",409.0,4.1,313,LAPTOP
499,B08K2JGB2Q,"Refurbished laptops Premium Latitude E7470 Ultrabook 14 Inch Business Laptop (Intel Dual Core i7-6600U up to 2.9GHz, 8GB DDR4 RAM, 256GB SSD, Intel HD 520, WiFi, HDMI, Windows 10 Pro)",439.0,5.0,1,LAPTOP
500,B0843H5ZXM,"MSI GF65 Thin 9SD-252 15. 6"" 120Hz Gaming Laptop Intel Core i7-9750H GTX1660Ti 8GB 512GB SSD Win10",919.0,4.6,90,LAPTOP
541,B08D8578D4,"Lenovo Ideapad 330S 15.6” HD Narrow-bezels Widescreen Laptop, Intel Core i3-8130U Processor up to 3.40GHz, 8GB RAM, 256GB Solid State Drive, HDMI, Wireless-AC, Bluetooth, Windows 10, Blue (Renewed)",465.0,4.4,169,LAPTOP
551,B08L8ZFNR5,Refurbished laptops ProBook 450 G3 15.6 inches Business Ultrabook: Intel Core i5-6200U 500GB HDD 4GB DDR (1920x1080) DVD - Windows 10 Pro / 7 pro,359.0,4.7,4,LAPTOP
552,B087CZQSPH,"HP 15-ef1000 15-ef1074nr 15.6"" Notebook - Athlon 3150U - 4 GB RAM - 256 GB SSD - Windows 10",385.0,5.0,4,LAPTOP
553,B08L1S78J6,Used Well Chromebook 303c Laptop 11.6 inches 2GB RAM 16GB eMMC - Dual-Core Exynos_5250 - Chrome OS - Webcam,129.0,3.7,40,LAPTOP
554,B07XC7GVRK,"Lenovo Chromebook C340 Laptop, 15.6"" FHD (1920 X 1080) Display, Intel Core i3-8130U Processor, 4GB DDR4 RAM, 64GB SSD, Intel UHD Graphics 620, Chrome OS, 2 In 1 Touchscreen, 81T90002UX, Mineral Grey",519.99,4.5,78,LAPTOP
557,B08L6HSGQT,"ThinkPad T540P 15.6"" Notebook Refurbished Laptop, Core i5-4300M 2.6GHz, 4GB Ram, 128GB SSD, DVDRW, VGA, Windows 10",272.0,4.0,4,LAPTOP
558,B082XD5HB5,"HP Elitebook 1030 X360 G2 2-in-1 13.3” Full HD FHD(1920x1080) Privacy Touchscreen Business Laptop (Intel i7-7600U, 16GB RAM, 512GB PCIe NVMe SSD) Thunderbolt, Fingerprint, Windows 10 Pro (Renewed)",659.99,3.8,4,LAPTOP
559,B08LFWRDZW,Refurbished Notebook Thinkpad x260 laptops 13.3 inches - Intel core I5-6300U 4G RAM 500G HDD eMMC - Windows - Bluetooth,289.0,2.9,3,LAPTOP
560,B07ZF69HXV,"New Microsoft Surface Pro 7 – 12.3"" Touch-Screen - Intel Core i3-4GB Memory - 128GB Solid State Drive (Latest Model) – Platinum, VDH-00001",594.92,4.4,1658,LAPTOP
565,B07WKBHHG5,"Asus ZenBook 13 Ultra-Slim Laptop, 13.3” Full HD Wideview, 8th Gen Intel Core I5-8265U, 8GB LPDDR3, 512GB PCIe SSD, Backlit KB, Fingerprint, Slate Gray, Windows 10, UX331FA-AS51 (Renewed)",699.66,4.4,23,LAPTOP
566,B08LKC97BL,"Dell Inspiron 14 5406 2in1, 14-inch FHD Touch Laptop - Intel Core i7-1165G7, 12GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Titan Grey (Latest Model)",899.0,4.0,20,LAPTOP
569,B07ZTQDWX8,"HP Chromebook 14-inch Laptop with 180-Degree Swivel, AMD Dual-Core A4-9120 Processor, 4 GB SDRAM, 32 GB eMMC Storage, Chrome OS (14-db0020nr, Chalkboard Gray) (Renewed)",297.96,4.2,66,LAPTOP
570,B074Q54GSR,"Acer Nitro 5 Gaming Laptop, Intel Core i5-7300HQ, GeForce GTX 1050 Ti, 15.6"" Full HD, 8GB DDR4, 256GB SSD, AN515-51-55WL",760.0,4.3,553,LAPTOP
571,B08FC3Z96R,"2020 HP Laptop 15.6"" HD Touchscreen Intel Core i7-1065G7 8GB DDR4 SDRAM 512GB SSD Intel Iris Plus Graphics Windows 10",775.0,4.5,26,LAPTOP
576,B07W7PWTL5,"ASUS VivoBook F412DA 14"" Laptop - AMD Ryzen 5 - 1080p 8GB DDR4 RAM 256GB SATA Solid State Drive Backlit Chiclet Keyboard",528.99,4.7,11,LAPTOP
577,B079H86JGH,"Apple MacBook Air MJVE2LL/A 13-inch Laptop 1.6GHz Core i5, 8GB RAM, 128GB SSD (Renewed)",549.0,4.2,743,LAPTOP
578,B07CGC8S9N,"2018 Flagship Dell Inspiron 11.6"" Business 2 in 1 HD Touchscreen Laptop/Tablet - AMD Dual-Core A9-9420e 8GB DDR4 128GB SSD AMD Radeon R5 MaxxAudio Bluetooth 802.11bgn HDMI HD Webcam USB 3.1 Windows 10",399.0,2.9,6,LAPTOP
581,B08KLM5VY6,"2020 HP 14"" HD (1366 x 768) Thin and Light Laptop PC, Intel Celeron N4020 Dual-Core Processor, 4GB DDR4 RAM, 64GB eMMC, HDMI, WiFi, Bluetooth, Webcam, Windows 10 S, 1 Year Microsoft 365, Pale Gold",315.0,4.3,3,LAPTOP
584,B08121F9W2,"ASUS Q406DA - 14"" FHD Touch - AMD Ryzen 5-8GB - 256GB SSD - Silver",599.0,4.4,18,LAPTOP
586,B08NZKMH6J,"Lenovo Legion 5 Gaming Laptop, 15.6"" FHD, 120 HZ, Intel Core i7-10750H Processor, 8GB DDR4, 512GB SSD, NVIDIA GTX 1650Ti, Windows 10, 82AU00CGUS",899.0,3.0,3,LAPTOP
587,B088PB2868,"HP High Performance Pavilion 15-cs3073cl 15.6"" Touchscreen Laptop - 10th Gen Intel Core i7-1065G7 - GeForce MX250 -16GB RAM - 1TB HDD - Backlit Keyboard- Fog Blue",976.99,4.2,82,LAPTOP
588,B08CT5XBBC,"2020 14.1 inch Laptop, IPS Display, Intel 64-bit Dual-core Atom x5 Processor, 6GB RAM, 64GB eMMC ROM, scalable 1TB SSD Solid State Drive, 10000 mAh high Battery Life, Windows 10 Home",238.99,2.9,96,LAPTOP
595,B085B3GCCK,"MSI Prestige 14 A10SC-230 14"" UHD 4k Ultra Thin and Light Professional Laptop Intel Core i7-10510U GTX1650 MAX-Q 16GB DDR4 512GB NVMe SSD Win10Pro TB3, White",1349.0,4.5,31,LAPTOP
596,B08NHWVWYR,Lenovo Ideapad 3 81WA00B1US Intel Pentium Gold 6405U Dual Core Processor 4GB RAM 128GB Solid State Drive HD LED Backlit Anti-Glare Display,284.0,4.5,31,LAPTOP
597,B07LDHY9P2,"2019 Newest HP Pavilion 15 15.6"" HD Touchscreen Business Laptop Intel Quad-Core i5-8250U, 16GB DDR4, 512GB SSD, Type-C, HDMI, WiFi AC, UHD, Windows 10",725.0,4.1,129,LAPTOP
598,B0897ZBRQR,"New Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home",2051.72,4.4,207,LAPTOP
602,B08JRXH6N6,"HP EliteBook x360 1030 G4 13.3-Inch Touchscreen Laptop with Verizon/AT&T Compatible 4G LTE Wireless Feature (i7-8665U Processor, WiFi+BT5, 512GB SSD, 16GB RAM, HD-IR Camera) Windows 10 Pro",1344.88,4.4,4,LAPTOP
603,B086T781MM,"Dell Latitude 7280 12.5-Inch HD Anti-Glare Display 7th Generation Laptop Notebook (Intel Core i5-7300U 2.60 GHz, 8GB Ram, 512GB SSD, HDMI, Camera, WiFi ) Win 10 Pro (Renewed)",408.97,4.2,19,LAPTOP
604,B08HQV9B63,"Latest_Dell Inspiron 15.6"" 3000 Anti-Glare LED-Backlit Display Laptop, 10th Generation Intel Core i3-1005G1 Processor, 4GB RAM, 128B SSD, Wireless+Bluetooth, Windows 10",457.0,5.0,5,LAPTOP
605,B0812P6YJR,"ASUS VivoBook S15 S532 Thin & Light Laptop, 15.6” FHD, Intel Core i5-10210U CPU, 8GB DDR4 RAM, 512GB PCIe SSD, Windows 10 Home, IR Camera, S532FA-DH55-PK, Punk Pink-Metal",799.99,4.5,185,LAPTOP
606,B08D9QWH2T,"ASUS Laptop L406 Thin and Light Laptop, 14” HD Display, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC Storage, Wi-Fi 5, Windows 10 S, Slate Gray, L406MA-WH02 (Renewed)",279.0,3.8,33,LAPTOP
607,B08CD497XL,"15.6 inch Laptop (Intel J3455 64 bit ,8GB DDR3 RAM ,256GB SSD ,10000mAH Battery ,HD Webcam ,Windows 10 OS Preinstalled ,1920 1080 FHD IPS Display ) Notebook",369.99,5.0,8,LAPTOP
610,B08M7MP1W6,"HP - High Performance 15.6"" HD Touch-Screen Laptop - Intel Core i7-8550U - 12GB Memory - 512GB SSD - Natural Silver - Windows 10 in S Mode- 15-DA0041DX",829.0,4.6,3,LAPTOP
611,B087RTBMK5,"Acer Aspire 5 A515-55-378V, 15.6"" Full HD Display, 10th Gen Intel Core i3-1005G1 Processor (Up to 3.4GHz), 4GB DDR4, 128GB NVMe SSD, WiFi 6, HD Webcam, Backlit Keyboard, Windows 10 in S Mode",549.0,4.6,235,LAPTOP
612,B082XQR86N,"LG Gram Laptop 15.6Inch IPS Touchscreen, Intel 10th Gen Core i7 1065G7 CPU, 16GB RAM, 1TB M.2 MVMe SSD 512GB x 2, 17 Hour Battery, Thunderbolt 3 15Z90N 2020, Model:15Z90NR.AAS9U1",1796.99,4.4,88,LAPTOP
613,B08GQR6CF8,"【Win10/Office 2010 】 Only 0.8KG 10.1 inch Ultra-Thin Laptop AtomX5 Z8350 Quad Core Processor 2G RAM/32GB EMMC High-spec Performance Notebook (2G+HDD Capacity 64G (Including 32G Micro SD Card), White)",199.99,2.7,16,LAPTOP
618,B07R2YBG94,"ASUS Chromebook Flip C214 2-In-1 Laptop- 11.6” Ruggedized and Spill Resistant 360 Degree Touchscreen, Intel Celeron N4000, 4GB LPDDR4 RAM, 32GB Storage, HD 5M Pixel Camera, Chrome OS- C214MA-YS02T",389.0,4.4,203,LAPTOP
619,B07C8BJ1NT,"Lenovo Miix 630, 12-Inch Windows Laptop, 2 in 1 Laptop, (Qualcomm Snapdragon 835, 4 GB LPDDR4X, 128 GB UFS 2.1, Windows 10 S), 81F10001US,Iron Grey",803.57,3.4,40,LAPTOP
620,B07PMNXRVL,"ASUS ZenBook S13 Ultra Thin & Light Laptop 13.9” FHD, Intel Core i7-8565U CPU, GeForce MX150, 8GB RAM, 512GB PCIe SSD, Windows 10 Pro, Silver Blue, UX392FN-XS71",1499.0,4.5,62,LAPTOP
622,B08F5LL9KV,"2020 Newest HP Envy x360 Convertible 15.6-inch Full HD Touchscreen Laptop, 10th gen Intel Quad-Core i5-10210, 8GB DDR4 Memory, 512GB PCIe NVMe SSD, Webcam, Wi-Fi, Bluetooth, Windows 10 Home, Silver",849.0,4.6,56,LAPTOP
623,B0851QXBHC,"HP Pavilion Laptop 15.6"" Full HD Display, AMD Ryzen 5 3500U, AMD Radeon Vega 8 Graphics, 8GB SDRAM, 1TB HDD + 128GB SSD (Renewed)",579.99,4.3,10,LAPTOP
626,B07NGCJW4Q,"LG gram Laptop - 15.6"" Full HD Display, Intel 8th Gen Core I5, 8GB RAM, 256GB SSD, 21.5 HRs Battery - 15Z990-U.AAS5U1 (2019), Dark Silver",849.0,4.4,112,LAPTOP
627,B08B8TYWPZ,"iProda Laptop, 14.1 Inch Notebook (Intel Core i3-6157U 2.4GHz, 8GB RAM, 256GB SSD, Windows 10 Professional) with 1080P FHD Display, Lightweight, Best for Work at Home",369.98,3.8,16,LAPTOP
628,B089RBRRVR,Laptop Computer 14 inch Windows 10 Notebook PC - HAOQIN HaoBook140 Intel Celeron N3350 6GB DDR RAM 128GB SSD FHD IPS Display 5.0GHz WiFi Bluetooth 4.2 HDMI Pink,289.99,3.8,211,LAPTOP
629,B07S5MNMT2,"HP 14 Slim Ryzen 3 3200U, AMD Radeon Vega 3 Graphics, 4GB SDRAM,128GB SSD, Whisper Silver 14-dk0022wm",370.0,4.1,38,LAPTOP
630,B08192LMDH,"HP 14"" Laptop - 10th Gen Intel Core i3-1005G1 Processor 1.2GHz 4GB DDR4 2666 SDRAM 128GB SSD 14-dq1033cl",429.99,4.3,94,LAPTOP
634,B08D6KM1B6,"2020 HP Envy X360 2-in-1 15.6"" FHD IPS Touchscreen Premium Laptop PC | AMD 4th Gen Ryzen 5 Six-Core 4500U | 16GB RAM | 512GB PCIe SSD | Backlit Keyboard | Fingerprint Reader | WiFi 6 | Windows 10",839.98,3.9,12,LAPTOP
635,B0845YKVK1,"VAIO SX14 - Intel Core i7-10710U | 16GB Memory (RAM) | 1TB PCIe SSD | Windows 10 Pro | 14.0"" Ultra HD 4K (3840x2160) Display | Black, 14-14.99 inches (VJS142C11L)",2099.0,4.4,33,LAPTOP
636,B08JHD2KVY,"New_Dell_Alineware_m15 R1 15.6"" FHD IPS Display Gaming Laptop, i7-9750H (up to 4.5Ghz w/Turbo Boost), RTX 2070 8GB Max-Q Design, 32GB RAM, 512GB SSD, HDMI, Win 10 Home w/ Santex Accessory (512GB SSD)",1649.0,5.0,1,LAPTOP
637,B08CPW7WP7,"Acer Nitro 5 Gaming Laptop, AMD Ryzen 5 4600H Hexa-Core Processor, NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS Display, 8GB DDR4, 256GB NVMe SSD, WiFi 6, DTS X Ultra, Backlit Keyboard, AN515-44-R078",967.57,4.6,13,LAPTOP
638,B08GPP17YS,"2in1 Laptop, Detachable Keyboard, 13.3"" FHD IPS Touchscreen, 1920x1080 Pixels, 4GB RAM, 64GB ROM, Intel Celeron Processor, Windows 10 S, Support SSD Extension, WinBook（Grey）",299.0,3.0,2,LAPTOP
641,B08CQWCWMQ,"MSI GF63 Thin 9SCX-459 15.6"" Gaming Laptop Intel Core i7-9750H GTX1650 8GB 1TB HDD Win10",899.0,4.2,11,LAPTOP
643,B08QHXH6PK,"Lsxvern A1 14.1"" Laptop Notebook Computer PC, 8GB RAM 256G SSD, Windows 10 Pro FHD Screen Intel celeron J3455 Quad core Lighter and Thinner Laptop Computer, Type-C ,HDMI, USB3.0",349.99,5.0,1,LAPTOP
644,B07Y5WGXKK,"ASUS ZenBook 13 Ultra-Slim Laptop 13.3” Full HD NanoEdge Bezel, Intel Core i7-10510U, 16GB RAM, 512GB PCIe SSD, Innovative Screenpad 2.0, Windows 10 Pro - UX334FLC-AH79, Royal Blue",1040.05,4.4,1069,LAPTOP
648,B086MHR7D9,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Quad Core i7-1065G7, NVIDIA GeForce GTX 1650 Ti Max-Q, 13.3"" 4K Touch, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Creator Ready",1899.99,4.5,113,LAPTOP
649,B07TKF3DHV,"New HP Pavilion Laptop 15.6"" Full HD Display, AMD Ryzen 5 3500U, AMD Radeon Vega 8 Graphics, 8GB SDRAM, 1TB HDD + 128GB SSD",698.0,4.4,85,LAPTOP
651,B083ZLJ7LH,GE75 Raider 1036 i7-9750H GeForce RTX 2060 144Hz 1080p Display Gaming Laptop,1421.0,5.0,9,LAPTOP
653,B08HQY7N1B,"CHUWI GemiBook 13 inch Windows 10 Intel Celeron J4115 12GB RAM 256GB SSD Laptop,Quad Core,Thin and Lightweight Notebook with Backlit Keyboard Type-C 2.4G/5G WiFi,BT 5.1 up to 1TB SSD",399.0,4.4,13,LAPTOP
657,B07PQNBK7Y,"Acer Aspire 7 Laptop, 15.6"" Full HD, 8th Gen Intel Core i7-8705G, AMD Radeon RX Vega M GL, 16GB DDR4, 512GB PCIe NVMe SSD, A715-73G-75BW",1059.99,3.9,9,LAPTOP
658,B08CD4CM8G,"New 15.6"" Laptop - Intel Quad-CPU Intel Celeron J3455 1.5GHz - 6GB Memory - 128GB Emmc -10000mAh Large Capacity Battery Endurance 2020",339.99,3.9,68,LAPTOP
659,B0858N8CGX,"Acer Chromebook 314, Intel Celeron N4000, 14"" Full HD Display, 4GB LPDDR4, 64GB eMMC, Gigabit WiFi, Google Chrome, CB314-1H-C884",336.0,4.6,683,LAPTOP
664,B08B9X82C6,"Dell Latitude 3510 15.6"" Notebook - HD - 1366 x 768 - Core i3 i3-10110U 10th Gen 2.1GHz Dual-core (2 Core) - 4GB RAM - 500GB HDD",572.5,1.0,1,LAPTOP
665,B07XH9876R,"Lenovo Chromebook C340 2-in-1 Laptop, 15.6"" FHD (1920 X 1080) Touchscreen Display, Intel Pentium Gold 4417U Processor, 4GB DDR4 RAM, 32GB SSD, Chrome OS, 81T90003US, Mineral Grey",497.0,4.5,312,LAPTOP
666,B0872NQ7CZ,"Dell Inspiron 14 5491 14 inch 2in1 Convertible Touchscreen FHD Laptop (Silver) Intel core i7-10510U, 8GB RAM, 512GB SSD, Windows 10 Home (i5491-7265SLV-PUS) (Renewed)",699.99,4.0,5,LAPTOP
667,B08HL91DZJ,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD, Intel i5-1035G1 CPU, 8GB RAM, 512GB SSD, Backlit KB, Fingerprint, Windows 10, Slate Gray, F512JA-AS54 (Renewed)",649.0,4.4,21,LAPTOP
668,B086YDLPQR,LG Gram 17'' Ultra-Lightweight Laptop with 10th Gen Intel Core Processor w/Intel Iris Plus,1374.0,4.7,23,LAPTOP
671,B08MW1QKVM,"CHUWI CoreBook Pro 13"" Laptop with Intel Core i3 Processor 8GB RAM 256GB SSD 2160x1440 Pixels IPS Display, Backlit Keyboard, AC Wi-Fi, BT4.2 Type-C, Stereo Speakers, Windows 10 Notebook Light and Thin",439.0,3.9,99,LAPTOP
672,B07B3W2HFK,"Dell Latitude 7480 14in Notebook, Full-HD Display, Intel Core i5-7300U 2.6GHz Dual-Core, 8GB DDR4, 256GB Solid State Drive, 802.11ac, Bluetooth Backlit Keyboard, Win10Pro (Renewed)",529.99,4.5,14,LAPTOP
